"HolderAddress","Balance","PendingBalanceUpdate"
"0xacb17876fe15924e7baea595a393742328f0ef09","217.417971857143","No"
"0x2c8bbb34c9b98edf907ee08599fd8407ee5ba284","28.163618969524","No"
"0x4241dff80fefe4f88d7a78ed3dcc9e5fb64aed3b","0.087843366452367","No"
"0xb89df884b7a7419ede1f0ffa190be5128051f88f","0.0641600551914453","No"
"0x361bca4d1e5f5146c1bc80b4f45c5e4553dd39f0","0.0772423025435074","No"
"0x1f2e9c801e7c9c0ebf3ca03cdaccd96b647dc90c","22.98881569","No"
"0x3524ff8d740a4f1be13f2cdd2f2345e54dc0c6b0","4.1803652663075E-05","No"
"0xf517c08d079d66fb1945708d3e8d2f54db915684","0.0224056484120388","No"
"0x03bf7fd823908e56c8785e4c7ebfc46fc6a6e41b","2000","No"
"0xbd46e655657733ff437a588cc9a95337d5e3c7b6","2.38202107158176","No"
"0xb637bd856d3fce73bcaa67ad41d86cbc4008551a","4.9160804308906E-05","No"
"0xcc92562578efbe863664287bd144b49f983b4d5e","4.9E-17","No"
"0x1a51bcbc8d3642680d8267550f54e6e4cc5c4984","0.0216629626398005","No"
"0xd91c582fdf2f032ec70d62c25f290dd749499c36","0.00044958856008492","No"
"0xc316c10b128ffea0472ee1b78b96e0b66fd681c3","0.00458611961664541","No"
"0x2e447d1bfbcb07acb3931517078e917d59eb7a8f","4.49552955184E-07","No"
"0x4b59ffaf7a75a036448966a83ca0ac8c7395279f","0.00764192255019631","No"
"0x491bc6e91b538a934736be174f2b4ddb3a38b8aa","0.00921398823754412","No"
"0x943a76710d6c71b44038a94d2dde24c91ab01280","4.4939899269613E-05","No"
"0x9e30c57a96bf34cfb0b98b804b3f8ece49997ad3","4.493988106115E-06","No"
"0x70afb57eee0eded988c80b475f714c85ecc316a7","0.000449397143262356","No"
"0x88810914ce39f6fd0ce63455e54a5bfcf9e7168d","0.000640385217604767","No"
"0xf55378584a5bf3799c6241373b0f548d02fa8e7c","0.000898774948528719","No"
"0x06010de54b15e4502fdecfbe1d46353f87d1c847","0.000449382512160953","No"
"0x847a722be880d4799fe5ceefcc02821637d47fd4","0.00449364350107806","No"
"0x6482100113d0b3058bca4252c81eabd76ea2acff","0.000134377095885049","No"
"0xab3ea543355d7d8c09a72a39d96c536d9ea89d70","1.6062606655842E-05","No"
"0x7854c9d5e2303eaa019692fe4837b1d65e654e9d","0.0223050909494678","No"
"0xd0b91686f159ea05180dabb8150c24247077e191","0.000446018315899946","No"
"0xd38a302c26064aea2d83422d4894e8984c8aef0d","0.00223004259002056","No"
"0xbe3b56dada103542928ac0c6332cffb0d48cdb85","2.0653206951525E-05","No"
"0x2be9aebe3d281fd256d39e230bc3aea2ce7f1a02","1E-18","No"
"0x6b8f5971d65e62bed7e97b42569cf1f770b81ebe","0.00445984009599947","No"
"0x120f89a201054073bc1fd2068b6a719e1db8ad93","4.4564078251412E-05","No"
"0x9f8d10c123000cce3338f5390606160deecdb6f6","0.00178188306267339","No"
"0x83d8bd80bf2a134c8d9d054c95bc38342e20b49e","8.0450853548923E-05","No"
"0xce18c62c4181531b870d95c962b74ee10ea10c8c","4.4563392577177E-05","No"
"0xe327ef372a18cc068443aff5128a1b789c9c619a","4.7081333151848E-05","No"
"0x2d64291ab36ed22217ba2266c73024de94da819a","2.242887259251E-05","No"
"0xe80996749bf2002b56e4612ef75d57938f7aab19","0.00102946400256621","No"
"0xbfd6a9136018800cc776e301f761e7d43f66bc3e","0.00445635334094596","No"
"0xb90f7f4d7e266b2b2de82fd9e6c118ac9eb9f821","0.0133924366760542","No"
"0xe747abb298e2b27cc37562cd49c86cc75afef688","1E-18","No"
"0x9a89fdc74182e7a0be9aa9b2f80bccb433692b5a","4.4587643260649E-05","No"
"0xc101264f8a19d6dc8c72b238086d09a861d46d10","0.0044585995546472","No"
"0xcf6c182139b5af407cd1304604dd645958ca66e5","0.00445337605017755","No"
"0x9f6f57009d74041ec0bc1f8e7ca0b7b750c7622c","0.00179016519792744","No"
"0x20951c36f65cd43201e4c092668ed877a8b9af0c","0.00261676677148089","No"
"0x0c17831362821f3b7a46ef7655b82a0227a34b05","0.000447430115182246","No"
"0x154ae105f001dd902fa8c0707e86592927baa4b5","0.00894791298914471","No"
"0xff723c05a1fcd68579963732a9e83a535ee3f734","0.000447361142112682","No"
"0x945885c3d42a595e2d406a945e60a5640a248fa5","0.000178943536721575","No"
"0x01a9aa41f4b78d10da283c5bb5d190a9e5f7838b","1E-18","No"
"0x9ea83ec50010605e8364b9f5ce99b9ff7a554c1c","0.000898538065998116","No"
"0x815c5b5682b65c824f6ff30271a41492a367f3f7","0.0055656931077767","No"
"0x3d9834ffe40e7a81c223bd7de23fdf75a250ce04","0.00044928545179118","No"
"0x6eee3212bc4aba09755fe703c701f64aef368679","8.985008323366E-05","No"
"0x376930fc74c307eb9b47dae3514a16f967e7f33e","0.00426803347100359","No"
"0x1c4cee33bd9addc4fa3d142bdf2344444ef14812","2.246238228897E-06","No"
"0x1051f5c41dd9d124744b0ae197f5ffc899b7accb","0.00451055955338594","No"
"0xfcb7ca77f202658ee9cf4c7c5817736515c4f22f","0.000902071974160264","No"
"0x626bee714a0eced848bc209b0bcac6426559e278","0.000587198817333145","No"
"0xffd9b80c6034e37775f6ed07b0768f56f1f2f5d2","0.00451605970711152","No"
"0xff1061b38fe064d249dcf72ef78f489537409560","0.00361260791392738","No"
"0x07116022461411dc878c5fd44105ee826cefd4ef","0.0036123947683916","No"
"0x9808e8887e586096228e7cd05ef65dfc37926371","0.000451534342684437","No"
"0xf16f998749d3a4c4792aad2497475363ab734afa","0.00562474724038394","No"
"0xcf5a3096503763b45564a61585af5ea2cf7e6116","0.000903058700207255","No"
"0x080bc8fbc3f85701d85c2fb0a4e6c5077521f1df","1.375491311705E-06","No"
"0x666f98cc1d268d6923d9c11642d1485cc9429bec","0.000451524352594001","No"
"0xd2afc8586ee64fb64c8a727e8f49569fc9c45b1e","6.1020618601398E-05","No"
"0xf50c252f5d5ffbba189d774c2eafe1ab02815e10","0.0045131616823546","No"
"0x621a91f58d0aa4f41e74ea7ee5609cfaa7a7ee2e","0.00361028972507147","No"
"0x9174d6b40ea2c28efbe298345629f62903bd4826","0.00452053409509731","No"
"0xca817d0e75a449186453f56343fa39ee6f4bacae","0.0225976727393413","No"
"0x5e6a79fcf39690c18ffcc2499a7ba27306e14399","7.035901765265E-05","No"
"0x0c4a338ac0229e8da122d1a5e5b5245c920bb538","763.612640336396","No"
"0x671766e39f0406791c3a64c6dad7bf88b2f1cbfa","0.00451520146856237","No"
"0x05e921bcc4f0993581cb2dd958d43bac506929e2","0.00135449544119588","No"
"0xde19ee24c207c3cc989de36fd19322b1ae6a795c","0.00451476860795302","No"
"0x9dc08891ff026315959365b1bcd1ff1d2d635b71","0.00451443568062803","No"
"0xd52d3d4eb572042e942f222b2041a3cc9ae66415","0.000451425235975043","No"
"0x6af497219b563d13167f1c03b3c4491287bfe1d6","0.00161451428728589","No"
"0x3ebf904a8ced5fb00349def97460aea477bcf86c","0.00451105855149282","No"
"0x801e408c7928c02a340a143766fbef92576fd720","0.0454312886007925","No"
"0xdac699ae899c1d2283c5cc71fb214c9984211a42","1.7346889495141E-05","No"
"0x43f7bb76fb905aa664aa98cbaebb1771ea218b5d","1E-18","No"
"0x41da550daf619e1d57e3b5cbc55803d6297d08fc","0.00363957419332565","No"
"0x02ac840184731de3e5c0aefd05aecae07c2e4ff2","0.00363935865790339","No"
"0xb5d51df9b0b22a382cd69a65f4f2d535fae7ab29","0.000454904660652282","No"
"0xa5a44798c1dc58bbbac9ef0d1c3002e27e98a060","2.6088521339585E-05","No"
"0xc7830f681bce28314d4762df23727f1273162368","8.6211296482536E-05","No"
"0x2f8f3dc1da83f3da158295e6c8d67340832638eb","4.5700199697432E-05","No"
"0xd0c241b04ae6e74ad52dafb221d4b2cf7b49853f","0.0011059345011062","No"
"0xde0ee9f3f5ffe03ad59a3c2363956cd613899f5b","1.2748336074087E-05","No"
"0x40ec0587e027854ce0229393f7decb305b771319","8.2793954338553E-05","No"
"0xbe4ca24f9c2cef343e00f50cb99cd0539104bced","2.8235217459525E-05","No"
"0x2304630a4c37204939791f68f5c5874dbfd08b46","7.9364169985826E-05","No"
"0x138c325149b236bcc3d5f09c38bb94bb389370e0","1E-18","No"
"0x94e0063ffa48b020351bad7169c33a00927d4896","0.00455603190563358","No"
